invoice,customer_id,country,invoice_date,invoice_date_only,invoice_year,invoice_month,invoice_yearmonth,day_of_week,line_item_count,distinct_products,total_quantity,order_revenue
490006,17411,United Kingdom,2009-12-03 12:02:00,2009-12-03,2009,12,2009-12,Thursday,19,19,150,344.4
490008,15768,United Kingdom,2009-12-03 12:10:00,2009-12-03,2009,12,2009-12,Thursday,63,63,256,502.28
490009,12835,United Kingdom,2009-12-03 12:13:00,2009-12-03,2009,12,2009-12,Thursday,31,29,100,285.09
490010,15061,United Kingdom,2009-12-03 12:15:00,2009-12-03,2009,12,2009-12,Thursday,1,1,480,1008.0
490011,16918,United Kingdom,2009-12-03 12:27:00,2009-12-03,2009,12,2009-12,Thursday,43,43,138,221.69
490012,15179,United Kingdom,2009-12-03 12:27:00,2009-12-03,2009,12,2009-12,Thursday,27,27,339,763.35
490013,17069,United Kingdom,2009-12-03 12:27:00,2009-12-03,2009,12,2009-12,Thursday,33,33,395,500.55
490014,15466,United Kingdom,2009-12-03 12:28:00,2009-12-03,2009,12,2009-12,Thursday,92,91,406,740.46
490017,14159,United Kingdom,2009-12-03 12:31:00,2009-12-03,2009,12,2009-12,Thursday,99,97,267,393.65
490018,17940,United Kingdom,2009-12-03 12:31:00,2009-12-03,2009,12,2009-12,Thursday,4,4,17520,4380.0
490019,17581,United Kingdom,2009-12-03 12:34:00,2009-12-03,2009,12,2009-12,Thursday,15,15,116,308.6
490020,17581,United Kingdom,2009-12-03 12:36:00,2009-12-03,2009,12,2009-12,Thursday,3,3,14,37.8
490021,17581,United Kingdom,2009-12-03 12:36:00,2009-12-03,2009,12,2009-12,Thursday,1,1,12,10.2
490022,17581,United Kingdom,2009-12-03 12:37:00,2009-12-03,2009,12,2009-12,Thursday,3,3,24,45.6
490023,16168,United Kingdom,2009-12-03 12:38:00,2009-12-03,2009,12,2009-12,Thursday,4,4,49,189.15
490024,14606,United Kingdom,2009-12-03 12:40:00,2009-12-03,2009,12,2009-12,Thursday,49,48,121,215.0
490034,17287,United Kingdom,2009-12-03 12:45:00,2009-12-03,2009,12,2009-12,Thursday,11,11,30,69.82
490045,17287,United Kingdom,2009-12-03 12:50:00,2009-12-03,2009,12,2009-12,Thursday,22,22,109,180.39
490046,13416,United Kingdom,2009-12-03 13:02:00,2009-12-03,2009,12,2009-12,Thursday,7,7,66,228.3
490047,17913,United Kingdom,2009-12-03 13:02:00,2009-12-03,2009,12,2009-12,Thursday,28,27,131,263.85
490048,16779,United Kingdom,2009-12-03 13:03:00,2009-12-03,2009,12,2009-12,Thursday,35,34,681,1146.71
490049,15794,United Kingdom,2009-12-03 13:04:00,2009-12-03,2009,12,2009-12,Thursday,1,1,40,102.0
490050,17913,United Kingdom,2009-12-03 13:05:00,2009-12-03,2009,12,2009-12,Thursday,1,1,2,13.5
490052,13895,United Kingdom,2009-12-03 13:09:00,2009-12-03,2009,12,2009-12,Thursday,42,42,408,831.0
490053,14057,United Kingdom,2009-12-03 13:17:00,2009-12-03,2009,12,2009-12,Thursday,17,17,101,119.54
490054,17017,United Kingdom,2009-12-03 13:22:00,2009-12-03,2009,12,2009-12,Thursday,7,7,186,277.5
490056,13208,United Kingdom,2009-12-03 13:25:00,2009-12-03,2009,12,2009-12,Thursday,16,16,56,61.12
490057,17465,United Kingdom,2009-12-03 13:25:00,2009-12-03,2009,12,2009-12,Thursday,20,20,184,360.52
490058,17465,United Kingdom,2009-12-03 13:26:00,2009-12-03,2009,12,2009-12,Thursday,2,2,27,47.85
490059,18102,United Kingdom,2009-12-03 13:30:00,2009-12-03,2009,12,2009-12,Thursday,9,9,4825,14475.0
490060,13468,United Kingdom,2009-12-03 13:32:00,2009-12-03,2009,12,2009-12,Thursday,17,17,148,314.22
490061,18102,United Kingdom,2009-12-03 13:42:00,2009-12-03,2009,12,2009-12,Thursday,4,4,2000,4000.0
490062,13485,United Kingdom,2009-12-03 13:46:00,2009-12-03,2009,12,2009-12,Thursday,8,8,86,165.3
490063,17271,United Kingdom,2009-12-03 13:49:00,2009-12-03,2009,12,2009-12,Thursday,48,46,113,204.3
490064,16139,United Kingdom,2009-12-03 13:51:00,2009-12-03,2009,12,2009-12,Thursday,19,19,215,355.59
490065,15061,United Kingdom,2009-12-03 13:58:00,2009-12-03,2009,12,2009-12,Thursday,1,1,600,1260.0
490066,15953,United Kingdom,2009-12-03 14:00:00,2009-12-03,2009,12,2009-12,Thursday,7,7,212,372.2
490067,15856,United Kingdom,2009-12-03 14:02:00,2009-12-03,2009,12,2009-12,Thursday,24,24,412,952.61
490068,13085,United Kingdom,2009-12-03 14:06:00,2009-12-03,2009,12,2009-12,Thursday,9,9,90,284.3
490069,13085,United Kingdom,2009-12-03 14:07:00,2009-12-03,2009,12,2009-12,Thursday,5,5,60,161.4
490070,14967,United Kingdom,2009-12-03 14:07:00,2009-12-03,2009,12,2009-12,Thursday,5,5,68,236.25
490071,16497,United Kingdom,2009-12-03 14:11:00,2009-12-03,2009,12,2009-12,Thursday,19,19,111,294.85
490072,17764,United Kingdom,2009-12-03 14:28:00,2009-12-03,2009,12,2009-12,Thursday,29,29,69,187.15
490073,14905,United Kingdom,2009-12-03 14:36:00,2009-12-03,2009,12,2009-12,Thursday,13,13,172,258.1
490075,18229,United Kingdom,2009-12-03 14:42:00,2009-12-03,2009,12,2009-12,Thursday,4,4,84,381.0
490077,17293,United Kingdom,2009-12-03 15:09:00,2009-12-03,2009,12,2009-12,Thursday,6,6,65,115.51
490078,17853,United Kingdom,2009-12-03 15:09:00,2009-12-03,2009,12,2009-12,Thursday,29,28,159,584.35
490079,15550,United Kingdom,2009-12-03 15:15:00,2009-12-03,2009,12,2009-12,Thursday,10,10,85,160.35
490080,13531,United Kingdom,2009-12-03 15:20:00,2009-12-03,2009,12,2009-12,Thursday,15,15,126,311.7
490081,13786,United Kingdom,2009-12-03 15:32:00,2009-12-03,2009,12,2009-12,Thursday,20,20,323,723.09
490082,14952,United Kingdom,2009-12-03 15:34:00,2009-12-03,2009,12,2009-12,Thursday,7,7,262,337.9
490083,14031,United Kingdom,2009-12-03 15:35:00,2009-12-03,2009,12,2009-12,Thursday,61,61,1132,2506.14
490085,12937,United Kingdom,2009-12-03 15:43:00,2009-12-03,2009,12,2009-12,Thursday,15,15,108,170.06
490086,17949,United Kingdom,2009-12-03 15:48:00,2009-12-03,2009,12,2009-12,Thursday,1,1,432,799.2
490087,15601,United Kingdom,2009-12-03 15:49:00,2009-12-03,2009,12,2009-12,Thursday,51,51,668,898.18
490088,15581,United Kingdom,2009-12-03 15:50:00,2009-12-03,2009,12,2009-12,Thursday,2,2,2,17.0
490089,17949,United Kingdom,2009-12-03 15:52:00,2009-12-03,2009,12,2009-12,Thursday,1,1,252,466.2
490090,15581,United Kingdom,2009-12-03 15:53:00,2009-12-03,2009,12,2009-12,Thursday,15,15,23,41.18
490091,17949,United Kingdom,2009-12-03 15:54:00,2009-12-03,2009,12,2009-12,Thursday,1,1,600,636.0
490092,16612,United Kingdom,2009-12-03 15:54:00,2009-12-03,2009,12,2009-12,Thursday,23,23,297,510.87
490093,12949,United Kingdom,2009-12-03 15:56:00,2009-12-03,2009,12,2009-12,Thursday,64,64,896,1794.7
490094,17949,United Kingdom,2009-12-03 15:56:00,2009-12-03,2009,12,2009-12,Thursday,1,1,504,851.76
490095,14958,United Kingdom,2009-12-03 16:02:00,2009-12-03,2009,12,2009-12,Thursday,12,12,54,186.36
490097,17329,United Kingdom,2009-12-03 16:09:00,2009-12-03,2009,12,2009-12,Thursday,35,35,144,273.52
490099,16736,United Kingdom,2009-12-03 16:12:00,2009-12-03,2009,12,2009-12,Thursday,74,74,526,1225.98
490100,13001,United Kingdom,2009-12-03 16:21:00,2009-12-03,2009,12,2009-12,Thursday,83,83,403,869.93
490101,14644,United Kingdom,2009-12-03 16:24:00,2009-12-03,2009,12,2009-12,Thursday,11,11,150,338.5
490106,14898,United Kingdom,2009-12-03 16:40:00,2009-12-03,2009,12,2009-12,Thursday,20,20,275,314.37
490107,14662,United Kingdom,2009-12-03 16:47:00,2009-12-03,2009,12,2009-12,Thursday,8,8,30,110.7
490108,17414,United Kingdom,2009-12-03 16:49:00,2009-12-03,2009,12,2009-12,Thursday,5,5,444,239.68
490109,14755,United Kingdom,2009-12-03 16:51:00,2009-12-03,2009,12,2009-12,Thursday,20,20,204,415.0
490110,14755,United Kingdom,2009-12-03 16:52:00,2009-12-03,2009,12,2009-12,Thursday,2,2,13,30.15
490111,17576,United Kingdom,2009-12-03 16:54:00,2009-12-03,2009,12,2009-12,Thursday,30,29,220,319.96
490112,13037,United Kingdom,2009-12-03 17:04:00,2009-12-03,2009,12,2009-12,Thursday,20,20,161,313.19
490113,14710,United Kingdom,2009-12-03 17:12:00,2009-12-03,2009,12,2009-12,Thursday,11,11,16,39.2
490114,18168,United Kingdom,2009-12-03 17:29:00,2009-12-03,2009,12,2009-12,Thursday,22,21,160,257.62
490115,17679,United Kingdom,2009-12-03 17:32:00,2009-12-03,2009,12,2009-12,Thursday,12,12,316,342.6
490116,17679,United Kingdom,2009-12-03 17:33:00,2009-12-03,2009,12,2009-12,Thursday,4,4,48,122.4
490118,17851,United Kingdom,2009-12-03 17:46:00,2009-12-03,2009,12,2009-12,Thursday,47,46,151,317.04
490119,12931,United Kingdom,2009-12-03 17:48:00,2009-12-03,2009,12,2009-12,Thursday,1,1,75,108.75
490121,14750,United Kingdom,2009-12-03 17:57:00,2009-12-03,2009,12,2009-12,Thursday,32,32,65,112.03
490124,16791,United Kingdom,2009-12-03 18:08:00,2009-12-03,2009,12,2009-12,Thursday,43,43,106,304.92
490125,16558,United Kingdom,2009-12-03 18:11:00,2009-12-03,2009,12,2009-12,Thursday,9,9,109,297.05
490127,14156,EIRE,2009-12-03 18:13:00,2009-12-03,2009,12,2009-12,Thursday,32,32,202,519.18
490128,15884,United Kingdom,2009-12-03 18:23:00,2009-12-03,2009,12,2009-12,Thursday,13,13,150,236.7
490132,17343,United Kingdom,2009-12-03 18:30:00,2009-12-03,2009,12,2009-12,Thursday,12,12,89,197.3
490134,17372,United Kingdom,2009-12-03 18:41:00,2009-12-03,2009,12,2009-12,Thursday,25,25,59,151.65
490135,16003,United Kingdom,2009-12-03 18:51:00,2009-12-03,2009,12,2009-12,Thursday,18,18,127,387.87
490136,17432,United Kingdom,2009-12-03 19:13:00,2009-12-03,2009,12,2009-12,Thursday,39,39,69,159.95
490137,14713,United Kingdom,2009-12-03 19:22:00,2009-12-03,2009,12,2009-12,Thursday,21,21,104,160.69
490138,16722,United Kingdom,2009-12-03 19:23:00,2009-12-03,2009,12,2009-12,Thursday,14,14,198,339.78
490139,12577,France,2009-12-03 19:31:00,2009-12-03,2009,12,2009-12,Thursday,13,13,79,210.55
490140,12872,United Kingdom,2009-12-03 20:03:00,2009-12-03,2009,12,2009-12,Thursday,43,42,227,407.22
490141,15755,United Kingdom,2009-12-04 08:24:00,2009-12-04,2009,12,2009-12,Friday,18,18,158,308.75
490142,14258,United Kingdom,2009-12-04 08:36:00,2009-12-04,2009,12,2009-12,Friday,14,14,356,1261.0
490143,14286,United Kingdom,2009-12-04 08:40:00,2009-12-04,2009,12,2009-12,Friday,76,76,1687,1610.52
490144,13154,United Kingdom,2009-12-04 08:46:00,2009-12-04,2009,12,2009-12,Friday,18,18,152,337.1
490145,14564,Channel Islands,2009-12-04 09:27:00,2009-12-04,2009,12,2009-12,Friday,39,39,439,989.18
490147,13408,United Kingdom,2009-12-04 09:31:00,2009-12-04,2009,12,2009-12,Friday,8,8,472,510.64
490151,16645,United Kingdom,2009-12-04 09:49:00,2009-12-04,2009,12,2009-12,Friday,14,14,117,160.39
490152,12714,France,2009-12-04 10:00:00,2009-12-04,2009,12,2009-12,Friday,28,28,231,556.65
490154,16335,United Kingdom,2009-12-04 10:18:00,2009-12-04,2009,12,2009-12,Friday,48,46,110,288.79
490156,13093,United Kingdom,2009-12-04 10:32:00,2009-12-04,2009,12,2009-12,Friday,6,6,262,455.36
490157,16736,United Kingdom,2009-12-04 10:39:00,2009-12-04,2009,12,2009-12,Friday,1,1,40,138.0
490158,12759,Netherlands,2009-12-04 10:47:00,2009-12-04,2009,12,2009-12,Friday,21,21,278,454.26
490159,13666,United Kingdom,2009-12-04 10:48:00,2009-12-04,2009,12,2009-12,Friday,2,2,2,19.5
490160,13777,United Kingdom,2009-12-04 10:52:00,2009-12-04,2009,12,2009-12,Friday,1,1,96,244.8
490161,17160,United Kingdom,2009-12-04 10:57:00,2009-12-04,2009,12,2009-12,Friday,59,59,653,825.94
490162,13946,United Kingdom,2009-12-04 11:07:00,2009-12-04,2009,12,2009-12,Friday,26,26,206,280.2
490163,14723,United Kingdom,2009-12-04 11:22:00,2009-12-04,2009,12,2009-12,Friday,17,17,115,141.63
490164,14961,United Kingdom,2009-12-04 11:32:00,2009-12-04,2009,12,2009-12,Friday,41,41,632,1058.4
490166,14735,United Kingdom,2009-12-04 11:32:00,2009-12-04,2009,12,2009-12,Friday,12,12,175,371.85
490167,18061,United Kingdom,2009-12-04 11:36:00,2009-12-04,2009,12,2009-12,Friday,8,8,241,312.21
490171,15581,United Kingdom,2009-12-04 11:54:00,2009-12-04,2009,12,2009-12,Friday,5,5,32,29.28
490202,15078,United Kingdom,2009-12-04 12:03:00,2009-12-04,2009,12,2009-12,Friday,20,20,188,410.0
490209,17389,United Kingdom,2009-12-04 12:06:00,2009-12-04,2009,12,2009-12,Friday,5,5,484,908.04
490212,16883,United Kingdom,2009-12-04 12:07:00,2009-12-04,2009,12,2009-12,Friday,12,12,41,108.95
490214,13175,United Kingdom,2009-12-04 12:11:00,2009-12-04,2009,12,2009-12,Friday,20,20,201,319.15
490218,17076,United Kingdom,2009-12-04 12:12:00,2009-12-04,2009,12,2009-12,Friday,3,3,48,67.68
490219,13948,United Kingdom,2009-12-04 12:14:00,2009-12-04,2009,12,2009-12,Friday,7,7,63,155.65
490229,18223,United Kingdom,2009-12-04 12:20:00,2009-12-04,2009,12,2009-12,Friday,34,34,713,1185.16
490247,16192,United Kingdom,2009-12-04 12:28:00,2009-12-04,2009,12,2009-12,Friday,11,11,208,351.3
490258,15999,United Kingdom,2009-12-04 12:31:00,2009-12-04,2009,12,2009-12,Friday,1,1,24,20.4
490266,15109,United Kingdom,2009-12-04 12:33:00,2009-12-04,2009,12,2009-12,Friday,8,8,50,231.2
490272,14680,United Kingdom,2009-12-04 12:36:00,2009-12-04,2009,12,2009-12,Friday,58,56,272,519.89
490277,18092,United Kingdom,2009-12-04 12:37:00,2009-12-04,2009,12,2009-12,Friday,10,10,600,1077.6
490279,16891,United Kingdom,2009-12-04 12:37:00,2009-12-04,2009,12,2009-12,Friday,73,71,154,297.68
490281,13481,United Kingdom,2009-12-04 12:37:00,2009-12-04,2009,12,2009-12,Friday,16,16,148,311.2
490282,13807,United Kingdom,2009-12-04 12:41:00,2009-12-04,2009,12,2009-12,Friday,7,7,43,107.95
490284,14979,United Kingdom,2009-12-04 12:54:00,2009-12-04,2009,12,2009-12,Friday,49,42,209,429.66
490285,16656,United Kingdom,2009-12-04 12:59:00,2009-12-04,2009,12,2009-12,Friday,7,7,210,373.74
490286,14527,United Kingdom,2009-12-04 12:59:00,2009-12-04,2009,12,2009-12,Friday,53,53,147,762.1
490287,16746,United Kingdom,2009-12-04 13:00:00,2009-12-04,2009,12,2009-12,Friday,14,14,218,367.1
490288,17157,United Kingdom,2009-12-04 13:00:00,2009-12-04,2009,12,2009-12,Friday,3,3,112,332.16
490289,15309,United Kingdom,2009-12-04 13:01:00,2009-12-04,2009,12,2009-12,Friday,20,20,143,273.75
490290,16325,United Kingdom,2009-12-04 13:21:00,2009-12-04,2009,12,2009-12,Friday,10,10,85,164.03
490291,16541,United Kingdom,2009-12-04 13:22:00,2009-12-04,2009,12,2009-12,Friday,38,38,173,424.03
490292,16723,United Kingdom,2009-12-04 13:23:00,2009-12-04,2009,12,2009-12,Friday,58,50,150,426.43
490293,16699,United Kingdom,2009-12-04 13:31:00,2009-12-04,2009,12,2009-12,Friday,14,14,130,137.4
490294,16710,United Kingdom,2009-12-04 13:41:00,2009-12-04,2009,12,2009-12,Friday,61,61,298,378.96
490295,12510,Spain,2009-12-04 13:47:00,2009-12-04,2009,12,2009-12,Friday,16,16,500,323.88
490297,13162,United Kingdom,2009-12-04 13:59:00,2009-12-04,2009,12,2009-12,Friday,14,14,328,694.2
490298,15382,United Kingdom,2009-12-04 14:13:00,2009-12-04,2009,12,2009-12,Friday,40,40,954,1523.2
490299,13680,United Kingdom,2009-12-04 14:14:00,2009-12-04,2009,12,2009-12,Friday,43,43,192,618.27
490300,12970,United Kingdom,2009-12-04 14:19:00,2009-12-04,2009,12,2009-12,Friday,78,69,170,236.93
490301,15311,United Kingdom,2009-12-04 14:24:00,2009-12-04,2009,12,2009-12,Friday,9,9,93,345.27
490302,17841,United Kingdom,2009-12-04 14:29:00,2009-12-04,2009,12,2009-12,Friday,68,65,126,300.32
490303,17935,United Kingdom,2009-12-04 14:33:00,2009-12-04,2009,12,2009-12,Friday,7,7,55,106.25
490304,17593,United Kingdom,2009-12-04 14:35:00,2009-12-04,2009,12,2009-12,Friday,46,46,339,843.01
490305,17243,United Kingdom,2009-12-04 14:37:00,2009-12-04,2009,12,2009-12,Friday,33,31,289,726.57
490308,12835,United Kingdom,2009-12-04 14:52:00,2009-12-04,2009,12,2009-12,Friday,16,16,85,194.53
490310,17151,United Kingdom,2009-12-04 14:56:00,2009-12-04,2009,12,2009-12,Friday,4,4,42,231.9
490311,16451,United Kingdom,2009-12-04 15:11:00,2009-12-04,2009,12,2009-12,Friday,22,22,201,307.65
490312,17961,United Kingdom,2009-12-04 15:16:00,2009-12-04,2009,12,2009-12,Friday,61,61,352,326.13
490313,17127,United Kingdom,2009-12-04 15:18:00,2009-12-04,2009,12,2009-12,Friday,6,6,49,137.95
490320,13694,United Kingdom,2009-12-04 15:26:00,2009-12-04,2009,12,2009-12,Friday,9,9,1327,867.89
490323,14087,United Kingdom,2009-12-04 15:27:00,2009-12-04,2009,12,2009-12,Friday,64,64,200,235.44
490324,13694,United Kingdom,2009-12-04 15:27:00,2009-12-04,2009,12,2009-12,Friday,2,2,320,672.0
490326,13733,United Kingdom,2009-12-04 15:28:00,2009-12-04,2009,12,2009-12,Friday,10,10,62,149.1
490327,13694,United Kingdom,2009-12-04 15:29:00,2009-12-04,2009,12,2009-12,Friday,2,2,600,990.0
490331,18181,United Kingdom,2009-12-04 15:30:00,2009-12-04,2009,12,2009-12,Friday,59,58,115,298.99
490340,13174,United Kingdom,2009-12-04 15:40:00,2009-12-04,2009,12,2009-12,Friday,47,47,363,630.39
490341,13329,United Kingdom,2009-12-04 15:41:00,2009-12-04,2009,12,2009-12,Friday,19,19,270,334.65
490342,17421,United Kingdom,2009-12-04 15:43:00,2009-12-04,2009,12,2009-12,Friday,4,4,96,130.8
490346,16351,United Kingdom,2009-12-04 16:12:00,2009-12-04,2009,12,2009-12,Friday,16,16,156,216.6
490347,15684,United Kingdom,2009-12-04 16:13:00,2009-12-04,2009,12,2009-12,Friday,8,8,68,109.4
490349,17884,United Kingdom,2009-12-04 16:23:00,2009-12-04,2009,12,2009-12,Friday,3,3,9,32.25
490353,15514,United Kingdom,2009-12-04 16:37:00,2009-12-04,2009,12,2009-12,Friday,37,36,378,494.63
490355,13093,United Kingdom,2009-12-04 16:39:00,2009-12-04,2009,12,2009-12,Friday,4,4,287,538.11
490356,17884,United Kingdom,2009-12-04 16:45:00,2009-12-04,2009,12,2009-12,Friday,9,9,103,117.13
490359,18225,United Kingdom,2009-12-04 16:52:00,2009-12-04,2009,12,2009-12,Friday,1,1,10,59.5
490360,13679,United Kingdom,2009-12-04 16:52:00,2009-12-04,2009,12,2009-12,Friday,21,21,34,126.8
490362,12748,United Kingdom,2009-12-04 17:31:00,2009-12-04,2009,12,2009-12,Friday,33,32,199,205.35
490363,13199,United Kingdom,2009-12-05 10:11:00,2009-12-05,2009,12,2009-12,Saturday,1,1,192,138.24
490364,13487,United Kingdom,2009-12-05 10:25:00,2009-12-05,2009,12,2009-12,Saturday,6,6,25,103.95
490365,17018,United Kingdom,2009-12-05 10:27:00,2009-12-05,2009,12,2009-12,Saturday,5,5,120,351.6
490366,18071,United Kingdom,2009-12-05 10:31:00,2009-12-05,2009,12,2009-12,Saturday,14,14,147,227.25
490367,16593,United Kingdom,2009-12-05 10:44:00,2009-12-05,2009,12,2009-12,Saturday,2,2,8,79.6
490368,14238,United Kingdom,2009-12-05 10:58:00,2009-12-05,2009,12,2009-12,Saturday,2,2,18,159.1
490369,15223,United Kingdom,2009-12-05 11:19:00,2009-12-05,2009,12,2009-12,Saturday,4,4,44,230.2
490370,17593,United Kingdom,2009-12-05 12:01:00,2009-12-05,2009,12,2009-12,Saturday,26,26,177,452.95
490371,13021,United Kingdom,2009-12-05 12:02:00,2009-12-05,2009,12,2009-12,Saturday,14,14,185,233.71
490372,17115,United Kingdom,2009-12-05 12:13:00,2009-12-05,2009,12,2009-12,Saturday,15,15,95,434.15
490373,17850,United Kingdom,2009-12-05 12:28:00,2009-12-05,2009,12,2009-12,Saturday,18,18,146,502.54
490374,14239,United Kingdom,2009-12-05 12:36:00,2009-12-05,2009,12,2009-12,Saturday,9,9,65,136.75
490375,13999,United Kingdom,2009-12-05 12:42:00,2009-12-05,2009,12,2009-12,Saturday,20,20,185,350.55
490376,13958,United Kingdom,2009-12-05 13:12:00,2009-12-05,2009,12,2009-12,Saturday,24,24,389,796.55
490377,13958,United Kingdom,2009-12-05 13:13:00,2009-12-05,2009,12,2009-12,Saturday,1,1,12,15.0
490378,13641,United Kingdom,2009-12-05 13:17:00,2009-12-05,2009,12,2009-12,Saturday,15,15,134,224.1
490380,17850,United Kingdom,2009-12-05 13:26:00,2009-12-05,2009,12,2009-12,Saturday,18,18,142,478.74
490381,15420,United Kingdom,2009-12-05 13:29:00,2009-12-05,2009,12,2009-12,Saturday,7,7,141,97.11
490382,12359,Cyprus,2009-12-05 13:32:00,2009-12-05,2009,12,2009-12,Saturday,32,32,397,760.69
490383,12820,United Kingdom,2009-12-05 13:37:00,2009-12-05,2009,12,2009-12,Saturday,4,4,50,148.3
490385,16410,United Kingdom,2009-12-05 14:51:00,2009-12-05,2009,12,2009-12,Saturday,5,5,348,130.32
490386,15240,United Kingdom,2009-12-05 14:57:00,2009-12-05,2009,12,2009-12,Saturday,33,33,473,549.77
490387,17850,United Kingdom,2009-12-05 14:59:00,2009-12-05,2009,12,2009-12,Saturday,18,18,130,450.84
490388,16158,United Kingdom,2009-12-05 15:00:00,2009-12-05,2009,12,2009-12,Saturday,9,9,84,146.62
490389,15484,United Kingdom,2009-12-05 15:18:00,2009-12-05,2009,12,2009-12,Saturday,33,33,611,689.5
490390,14709,United Kingdom,2009-12-05 15:26:00,2009-12-05,2009,12,2009-12,Saturday,8,8,104,256.2
490391,15057,United Kingdom,2009-12-05 15:27:00,2009-12-05,2009,12,2009-12,Saturday,11,11,100,304.1
490392,14867,United Kingdom,2009-12-05 15:47:00,2009-12-05,2009,12,2009-12,Saturday,9,9,56,203.32
490393,17642,United Kingdom,2009-12-05 16:01:00,2009-12-05,2009,12,2009-12,Saturday,19,19,281,281.02
490394,17850,United Kingdom,2009-12-05 16:01:00,2009-12-05,2009,12,2009-12,Saturday,18,18,260,870.28
490395,13813,Germany,2009-12-06 10:16:00,2009-12-06,2009,12,2009-12,Sunday,12,12,165,247.15
490396,13589,United Kingdom,2009-12-06 10:26:00,2009-12-06,2009,12,2009-12,Sunday,15,15,77,269.15
490397,12417,Belgium,2009-12-06 10:30:00,2009-12-06,2009,12,2009-12,Sunday,17,17,140,279.1
490398,17920,United Kingdom,2009-12-06 10:37:00,2009-12-06,2009,12,2009-12,Sunday,29,29,236,567.71
490399,12975,United Kingdom,2009-12-06 10:38:00,2009-12-06,2009,12,2009-12,Sunday,23,23,115,441.63
490400,16104,United Kingdom,2009-12-06 10:41:00,2009-12-06,2009,12,2009-12,Sunday,49,49,183,689.9
490401,17150,United Kingdom,2009-12-06 10:51:00,2009-12-06,2009,12,2009-12,Sunday,13,13,49,139.25
490403,17920,United Kingdom,2009-12-06 11:13:00,2009-12-06,2009,12,2009-12,Sunday,80,69,135,291.09
490404,16277,United Kingdom,2009-12-06 11:27:00,2009-12-06,2009,12,2009-12,Sunday,23,23,33,188.69
490405,17244,United Kingdom,2009-12-06 11:27:00,2009-12-06,2009,12,2009-12,Sunday,21,21,57,260.65
490408,17850,United Kingdom,2009-12-06 11:33:00,2009-12-06,2009,12,2009-12,Sunday,15,15,128,413.44
490430,15260,United Kingdom,2009-12-06 11:45:00,2009-12-06,2009,12,2009-12,Sunday,13,13,83,253.55
490458,12583,France,2009-12-06 11:57:00,2009-12-06,2009,12,2009-12,Sunday,22,22,384,745.44
490459,15555,United Kingdom,2009-12-06 11:58:00,2009-12-06,2009,12,2009-12,Sunday,53,51,414,947.39
490461,13736,United Kingdom,2009-12-06 12:07:00,2009-12-06,2009,12,2009-12,Sunday,115,114,380,710.84
490463,14133,United Kingdom,2009-12-06 12:10:00,2009-12-06,2009,12,2009-12,Sunday,8,8,50,305.5
